,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
1198.0,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2017.0,11000.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,nan
1199.0,Maruti Vitara Brezza ZDi Plus AMT,Mumbai,2018.0,3800.0,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,12.46
1200.0,Ford Fiesta 1.4 Duratec EXI,Coimbatore,2009.0,44702.0,Petrol,Manual,First,16.6,1388.0,68.0,5.0,nan
1201.0,Maruti Dzire AMT VDI,Delhi,2017.0,14300.0,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.11
1202.0,Honda City i-VTEC VX,Coimbatore,2018.0,31542.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12.68
1203.0,Maruti Celerio VXI AT,Chennai,2015.0,31717.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,nan
1204.0,Chevrolet Captiva LT,Kochi,2011.0,99120.0,Diesel,Manual,First,11.5,1991.0,147.9,7.0,nan
1205.0,Datsun GO T Petrol,Chennai,2016.0,36000.0,Petrol,Manual,First,19.83,1198.0,67.0,5.0,5.53
1206.0,Skoda Superb Petrol Ambition,Delhi,2010.0,40000.0,Petrol,Manual,First,13.1,1798.0,157.8,5.0,nan
1207.0,Hyundai Santro Xing GL,Ahmedabad,2014.0,41000.0,Petrol,Manual,First,0.0,1086.0,62.0,5.0,nan
1208.0,Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007.0,160000.0,Diesel,Manual,Second,19.2,1461.0,65.0,5.0,nan
1209.0,Tata Tiago 1.05 Revotorq XT Option,Pune,2016.0,41413.0,Diesel,Manual,First,27.28,1047.0,69.0,5.0,7.06
1210.0,Volkswagen Vento Petrol Highline AT,Mumbai,2011.0,67500.0,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,nan
1211.0,Hyundai i20 1.2 Spotz,Pune,2014.0,30315.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
1212.0,Ford EcoSport 1.5 Petrol Ambiente,Kochi,2017.0,39015.0,Petrol,Manual,First,17.0,1497.0,121.36,5.0,8.79
1213.0,Jeep Compass 1.4 Sport,Mumbai,2018.0,6000.0,Petrol,Manual,First,16.0,1368.0,160.0,5.0,18.16
1214.0,Audi A4 2.0 TDI,Bangalore,2014.0,21143.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,nan
1215.0,Hyundai Verna 1.6 SX VTVT (O),Kochi,2013.0,42203.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,nan
1216.0,Maruti Vitara Brezza ZDi,Kochi,2017.0,21380.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.57
1217.0,Hyundai Elite i20 Magna Plus,Kochi,2018.0,23955.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.08
1218.0,Honda Amaze S i-Dtech,Kolkata,2013.0,38568.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,nan
1219.0,Audi A4 2.0 TDI,Hyderabad,2011.0,64000.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,nan
1220.0,Honda Amaze VX AT i-Vtech,Hyderabad,2014.0,57000.0,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,nan
1221.0,Honda Jazz 1.5 V i DTEC,Coimbatore,2017.0,44556.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,nan
1222.0,BMW 5 Series 525d Sedan,Delhi,2012.0,80000.0,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,nan
1223.0,Hyundai Grand i10 Asta Option,Kolkata,2015.0,39000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,nan
1224.0,Renault Duster 85PS Diesel RxL,Chennai,2015.0,70000.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,nan
1225.0,Chevrolet Aveo 1.4 LS,Pune,2009.0,45463.0,Petrol,Manual,First,14.49,1399.0,92.7,5.0,nan
1226.0,Honda Amaze S i-Vtech,Kochi,2015.0,44776.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,nan
1227.0,Hyundai Grand i10 AT Asta,Coimbatore,2016.0,18242.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,nan
1228.0,Hyundai EON D Lite Plus,Coimbatore,2015.0,21190.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
1229.0,Volkswagen Vento Diesel Trendline,Hyderabad,2011.0,89411.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,nan
1230.0,Volkswagen Polo GT TSI,Mumbai,2015.0,59000.0,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,nan
1231.0,Nissan Micra Diesel XV,Kolkata,2012.0,28000.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,nan
1232.0,Volkswagen Polo GT TSI,Pune,2013.0,52262.0,Petrol,Automatic,Third,17.2,1197.0,103.6,5.0,nan
1233.0,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Kochi,2014.0,72443.0,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,nan
